,Title,Rating,Release Date,Runtime,Genres
6087,The Country Bears,4.8,7/26/2002,88,"Adventure, Comedy, Family"
6088,Bedtime Stories,6.1,12/24/2008,99,"Fantasy, Comedy, Family, Romance"
6089,Robot Overlords,4.9,1/29/2015,90,"Science Fiction, Adventure, Action"
6090,The Call,5.6,10/23/2020,97,"Horror, Thriller"
6091,The Witch: Part 2. The Other One,7.3,6/15/2022,137,"Action, Mystery, Thriller, Science Fiction, Adventure"
6092,IO,4.9,1/18/2019,96,Science Fiction
6093,Tenacious D in The Pick of Destiny,6.7,11/22/2006,93,"Comedy, Music"
6094,Still/Born,5.8,2/9/2018,87,Horror
6095,The Con Is On,4.1,5/4/2018,95,"Comedy, Crime"
6096,Bound,7.2,9/13/1996,105,"Drama, Thriller"
6097,Arsenal,4.4,1/6/2017,92,"Thriller, Crime"
6098,The Hot Rock,6.5,1/26/1972,101,"Crime, Comedy"
6099,Sweeney Todd: The Demon Barber of Fleet Street,7.2,12/20/2007,116,"Drama, Horror"
6100,The Fabulous World of Jules Verne,7.0,8/22/1958,83,"Adventure, Science Fiction"
6101,11-Sep,5.2,9/7/2017,88,"Drama, Thriller"
6102,The Addams Family,6.6,10/10/2019,86,"Family, Animation, Comedy, Fantasy"
6103,The Hunchback of Notre Dame II,5.3,2/5/2002,68,"Animation, Family, Comedy"
6104,Bernie,7.0,11/27/1996,87,Comedy
6105,Wheels on Meals,6.9,8/17/1984,108,"Romance, Action, Comedy, Crime"
6106,Exte: Hair Extensions,6.0,2/17/2007,108,"Comedy, Horror, Mystery, Thriller"
6107,Valentine,5.5,2/2/2001,96,"Horror, Thriller"
6108,Orca,6.1,7/22/1977,95,"Adventure, Horror, Thriller"
6109,National Lampoon's Van Wilder,6.0,3/29/2002,92,"Comedy, Romance"
6110,Jennifer Eight,6.0,11/6/1992,124,"Crime, Drama, Mystery, Thriller"
6111,Mr. Nice,6.1,10/7/2010,121,"Comedy, Crime, Drama"
6112,Frozen,7.2,11/20/2013,102,"Animation, Family, Adventure, Fantasy"
6113,Lavalantula,5.0,7/25/2015,83,"Horror, Science Fiction, Thriller"
6114,Anatomy of a Fall,7.9,8/23/2023,151,"Drama, Crime, Mystery"
6115,Spider-Man: Into the Spider-Verse,8.4,12/6/2018,117,"Action, Adventure, Animation, Science Fiction"
6116,Insanitarium,5.3,7/15/2008,89,"Horror, Thriller"
6117,Bug,6.1,11/11/2006,98,"Drama, Horror, Thriller"
6118,Fifty Shades of Grey,5.9,2/11/2015,125,"Drama, Romance, Thriller"
6119,Shazam! Fury of the Gods,6.7,3/15/2023,130,"Comedy, Action, Fantasy"
6120,The Enchanted Drawing,6.4,11/16/1900,2,"Animation, Comedy, Fantasy"
6121,The Wedding Ringer,6.5,1/16/2015,101,Comedy
6122,The Beast Within,5.5,2/12/1982,98,Horror
6123,Vampires Suck,4.3,8/18/2010,82,"Horror, Comedy"
6124,Magic,6.8,11/8/1978,107,"Drama, Horror, Thriller"
6125,Banana Split,6.8,9/22/2018,88,Comedy
6126,Midway,7.2,11/6/2019,138,"Action, Drama, War, History, Adventure"
6127,Diary of a Wimpy Kid,6.2,12/3/2021,58,"Animation, Comedy, Family"
6128,Death in Buenos Aires,5.9,5/5/2014,90,"Crime, Drama, Mystery"
6129,The Hummingbird,7.1,10/14/2022,126,Drama
6130,Kaala,6.8,6/7/2018,166,"Action, Crime, Drama"
6131,1900,7.9,9/1/1976,317,"Drama, History"
6132,Disobedience,7.0,11/30/2018,114,"Drama, Romance"
6133,Blackadder: Back & Forth,7.0,3/29/1999,33,"Comedy, History, Science Fiction"
6134,The Comics,5.9,10/28/1990,90,Comedy
6135,Arkansas,5.7,5/5/2020,115,"Crime, Thriller"
6136,Fascists on Mars,6.6,10/27/2006,100,"Comedy, Science Fiction, Adventure"
6137,Peter Knife,7.4,5/31/1984,95,"Action, Comedy, Drama"
6138,The X-Ray Fiend,5.4,1897-10-01,1,"Comedy, Horror"
6139,The Ninth,6.6,11/7/2019,99,"Mystery, Thriller, Crime, Horror"
6140,Compulsion,4.5,6/21/2013,88,"Thriller, Drama"
6141,Gleaming the Cube,5.9,1/13/1989,101,"Crime, Thriller, Action"
6142,Good on Paper,5.6,6/23/2021,92,"Comedy, Romance"
6143,Charulata,7.6,4/17/1964,117,"Drama, Romance"
6144,Inhumans: The First Chapter,5.3,9/1/2017,88,"Science Fiction, Action, Adventure"
6145,Away from Her,7.0,5/4/2007,110,"Drama, Romance"
6146,Windfall,5.4,3/11/2022,92,"Thriller, Crime, Drama"
6147,Pandorum,6.6,9/8/2009,108,"Action, Horror, Mystery, Science Fiction, Thriller"
6148,The Oyster Princess,6.8,6/26/1919,58,Comedy
6149,Vampire Hunter D: Bloodlust,7.5,8/25/2000,103,"Animation, Fantasy, Horror, Action"
6150,Breathe,7.5,10/13/2017,118,"Drama, Romance"
6151,American Ninja 3: Blood Hunt,4.7,2/24/1989,89,"Action, Adventure, Drama"
6152,Dual,6.0,3/18/2022,95,"Science Fiction, Comedy, Drama"
6153,Daisy Town,6.6,11/1/1971,71,"Animation, Comedy, Western"
6154,Ravenous,6.8,1/1/1999,101,"Adventure, Drama, Horror, Western"
6155,Faster,6.3,11/23/2010,98,"Crime, Drama, Action, Thriller"
6156,Aftermath,6.3,8/4/2021,114,"Horror, Crime, Drama, Thriller"
6157,El man del porno,6.9,12/20/2019,84,Comedy
6158,Big Daddy,6.5,6/25/1999,93,"Comedy, Drama"
6159,Hellraiser: Hellseeker,4.9,10/15/2002,89,"Horror, Thriller, Mystery"
6160,Braddock: Missing in Action III,5.7,1/22/1988,103,"Action, War"
6161,The Flight Before Christmas,5.7,9/22/2008,80,"Animation, Family, Adventure, Drama, Fantasy"
6162,Diva,6.8,3/11/1981,117,"Action, Drama, Thriller"
6163,Ong-Bak,7.1,1/21/2003,105,"Action, Thriller, Crime, Adventure"
6164,Once a Thief,6.7,2/2/1991,103,"Action, Comedy, Thriller, Crime"
6165,Dumb and Dumberer: When Harry Met Lloyd,4.2,4/14/2003,85,Comedy
6166,Photo de famille,5.9,9/5/2018,98,"Comedy, Drama"
6167,Kamchatka,6.6,10/17/2002,106,Drama
6168,Kim Possible: A Sitch In Time,6.7,11/28/2003,66,"TV Movie, Action, Adventure, Animation, Family"
6169,Creep 2,6.3,10/14/2017,80,"Horror, Thriller"
6170,Ibiza,5.2,7/3/2019,87,Comedy
6171,Silk,5.8,9/14/2007,107,"Drama, Romance"
6172,Papillon,7.8,12/13/1973,151,"Crime, Drama"
6173,My Sassy Girl,7.5,7/27/2001,123,"Drama, Comedy, Romance"
6174,The Woods,5.7,9/25/2006,91,"Mystery, Horror, Thriller"
6175,We Own the Night,6.7,10/12/2007,118,"Drama, Crime, Thriller"
6176,The Family,7.5,1/20/1987,127,"Romance, Drama"
6177,Alpha House,4.6,3/11/2014,88,Comedy
6178,The Red Turtle,7.5,6/29/2016,81,"Animation, Drama, Fantasy, Family"
6179,After We Collided,7.2,9/2/2020,105,"Romance, Drama"
6180,Stigmata,6.2,9/10/1999,103,"Horror, Thriller"
6181,Tales of the Grim Sleeper,6.5,8/29/2014,105,"Crime, Documentary"
6182,Echoes of the Rainbow,7.4,3/11/2010,117,"Comedy, Drama, Romance"
6183,Notes on a Scandal,7.1,12/25/2006,92,"Drama, Romance"
6184,The Ouija Experiment 2: Theatre of Death,4.7,1/13/2015,85,Horror
6185,Race Against Pandemic,7.9,6/14/2020,48,Documentary
6186,Brooklyn's Finest,6.3,3/4/2010,133,"Crime, Drama, Thriller"
6187,Black Hollow Cage,5.9,10/9/2017,116,"Thriller, Science Fiction, Drama, Horror"
6188,Finding Vivian Maier,7.5,3/21/2014,83,Documentary
6189,Slaxx,5.7,9/11/2020,77,"Horror, Comedy"
6190,Asteroid-a-Geddon,6.2,10/23/2020,86,"Science Fiction, Action"
6191,Christmas Vacation 2: Cousin Eddie's Island Adventure,4.2,12/20/2003,83,Comedy
6192,Jupiter's Moon,5.6,11/1/2017,129,Science Fiction
6193,Piggy,6.7,10/7/2022,99,"Horror, Thriller, Drama"
6194,Houseguest,5.5,1/6/1995,109,"Comedy, Family"
6195,Brewster McCloud,6.4,12/5/1970,105,"Comedy, Fantasy"
6196,Grave of the Fireflies,7.8,11/1/2005,148,Drama
6197,A Twofold Pregnancy,7.1,12/19/2019,97,Comedy
6198,Local Hero,6.7,2/17/1983,111,"Comedy, Drama"
6199,The Craft: Legacy,6.2,10/28/2020,94,"Horror, Drama, Fantasy"
6200,Wrong Cops,6.2,12/18/2013,83,"Comedy, Crime, Mystery"
6201,Men in the City 2,6.4,9/6/2011,112,Comedy
6202,Tom Thumb,5.5,10/16/2001,90,"Family, Adventure, Fantasy"
6203,The Photographical Congress Arrives in Lyon,5.4,1895-06-12,1,Documentary
6204,Neurotic Quest for Serenity,5.3,2/2/2017,96,Comedy
6205,Baby's Day Out,6.3,7/1/1994,99,"Family, Comedy, Adventure, Crime, Drama"
6206,State and Main,6.3,8/26/2000,102,"Comedy, Drama"
6207,JoJo's Bizarre Adventure: Diamond is Unbreakable – Chapter 1,6.8,8/4/2017,119,"Action, Adventure, Fantasy, Thriller"
6208,Good Burger,6.0,7/25/1997,95,"Family, Comedy"
6209,Farm House,5.2,10/25/2008,92,"Horror, Thriller, Mystery"
6210,Two Men in Town,5.4,5/7/2014,120,"Crime, Drama"
6211,Down Terrace,6.2,7/30/2010,93,"Crime, Drama"
6212,Dawn of the Beast,6.4,4/6/2021,83,"Horror, Thriller"
6213,Vault,5.8,7/25/2019,99,"Crime, Drama"
6214,Angelique and the Sultan,6.5,3/13/1968,105,"Adventure, Romance, History"
6215,Abattoir,4.4,11/24/2016,98,"Horror, Thriller"
6216,Firelight,6.6,5/27/1998,103,"Romance, Drama"
6217,Dragon Ball Z: Bardock - The Father of Goku,7.5,10/17/1990,48,"Animation, Action, Science Fiction, Drama, Fantasy"
6218,The Entitled,6.1,9/6/2011,91,"Thriller, Crime"
6219,Hollow Man II,4.9,5/23/2006,91,"Horror, Thriller, Science Fiction"
6220,Swing Kids,8.2,12/14/2018,133,"Drama, War"
6221,The Hidden Fortress,8.0,12/28/1958,139,"Adventure, Drama, Action, Comedy"
6222,Godzilla vs. King Ghidorah,7.0,12/14/1991,103,"Action, Adventure, Science Fiction"
6223,Next of Kin,6.3,4/30/1982,89,"Horror, Mystery"
6224,Basket Case 2,5.7,3/2/1990,90,"Horror, Comedy"
6225,Black,6.7,11/11/2015,95,"Action, Drama"
6226,Intruders,5.4,9/12/2011,100,"Thriller, Horror, Fantasy"
6227,Il vegetale,5.7,1/18/2018,84,Comedy
6228,Kinsey,6.6,9/4/2004,118,Drama
6229,Aliens,7.9,7/18/1986,137,"Action, Thriller, Science Fiction"
6230,Class,5.9,7/22/1983,98,"Comedy, Drama"
6231,Redbad,6.3,6/28/2018,160,"Adventure, History, War, Drama"
6232,Into the Inferno,6.9,9/7/2016,107,Documentary
6233,Fire of Love,7.5,7/6/2022,93,Documentary
6234,From the Dark,5.6,4/14/2014,90,Horror
6235,The Death of Mr. Lazarescu,7.2,5/17/2005,150,Drama
6236,Bluebeard,6.3,1/1/1901,10,"Drama, Horror, Fantasy"
6237,Tales of Terror,6.7,7/4/1962,89,"Horror, Comedy"
6238,Those Happy Days,7.4,6/28/2006,103,"Comedy, Family"
6239,Qualquer Gato Vira-Lata,6.5,6/10/2011,96,"Comedy, Romance"
6240,13Hrs,4.4,8/28/2010,81,"Horror, Action"
6241,House of Fury,6.6,3/31/2005,102,"Action, Comedy"
6242,15 Minutes,5.9,3/1/2001,120,"Action, Crime, Thriller"
6243,Talk to Me,6.9,7/13/2007,118,Drama
6244,Elephant,6.5,2/13/1989,38,"Crime, TV Movie"
6245,Ibiza,5.7,5/25/2018,94,"Comedy, Romance"
6246,Wire Room,6.5,9/2/2022,97,"Action, Crime, Thriller"
6247,The Man Who Loved Women,7.2,4/27/1977,119,"Comedy, Drama, Romance"
6248,Wir sind die Neuen,6.5,7/17/2014,91,Comedy
6249,Ghost in the Machine,4.7,12/20/1993,104,"Science Fiction, Thriller, Horror"
6250,Welcome to Dongmakgol,7.4,8/4/2005,133,"Comedy, Drama, War"
6251,Un Flic,6.6,10/1/1972,100,"Crime, Thriller"
6252,All the Colors of the Dark,6.5,2/28/1972,94,"Thriller, Horror, Mystery"
6253,Duck Season,6.9,10/22/2004,90,"Comedy, Drama"
6254,5Gang: A Different Kind of Christmas,8.2,12/27/2019,96,"Action, Comedy"
6255,Many Wars Ago,7.3,9/17/1970,101,"Drama, War"
6256,The Blue Angel,7.3,4/1/1930,108,Drama
6257,Dangerous Obsession,6.8,9/16/2004,126,"Action, Drama, Thriller"
6258,Paris-Manhattan,5.5,7/18/2012,79,"Comedy, Romance"
6259,One Piece: Clockwork Island Adventure,7.0,3/3/2001,60,"Action, Animation, Adventure"
6260,Zombie Holocaust,5.5,3/27/1980,84,Horror
6261,American Warships,3.5,5/15/2012,90,"Action, Thriller, Science Fiction, War"
6262,Ice Cream Man,5.5,5/9/1995,84,"Comedy, Horror"
6263,Jim Jefferies: This Is Me Now,6.7,7/13/2018,70,Comedy
6264,Bad Company,6.4,10/8/1972,93,"Western, Drama"
6265,Fight Club,8.4,10/15/1999,139,Drama
6266,Casino Royale,5.3,4/13/1967,131,"Adventure, Action, Comedy"
6267,Sin City: A Dame to Kill For,6.4,8/20/2014,102,"Crime, Action, Thriller"
6268,Into the White,6.9,3/9/2012,104,"War, Action, Drama"
6269,Stagecoach,7.7,3/3/1939,96,"Western, Adventure"
6270,The Power of Few,5.2,2/15/2013,96,"Crime, Drama"
6271,The Banshees of Inisherin,7.5,10/20/2022,114,"Drama, Comedy, History"
6272,Kong: Skull Island,6.5,3/8/2017,118,"Action, Adventure, Fantasy"
6273,At the Devil's Door,4.8,3/9/2014,91,Horror
6274,The Punch Bowl,7.2,1/28/1944,97,Comedy
6275,Going in Style,6.7,4/6/2017,96,"Crime, Comedy"
6276,Dickie Roberts: Former Child Star,5.1,9/4/2003,98,Comedy
6277,Android Re-Enactment,7.1,8/28/2011,91,"Science Fiction, Horror, Comedy"
6278,Flight 666,5.6,5/29/2018,89,"Horror, Science Fiction"
6279,Tinker Bell and the Lost Treasure,6.8,9/3/2009,81,"Animation, Family, Adventure, Fantasy"
6280,The Man Who Sleeps,7.8,4/24/1974,77,Drama
6281,Violent Night,7.5,11/30/2022,112,"Action, Comedy, Crime, Thriller"
6282,Decalogue IV,7.8,9/8/1989,55,"Drama, TV Movie"
6283,The Ancestral,6.4,3/24/2022,101,Horror
6284,Tanguy,6.0,11/21/2001,108,Comedy
6285,There Is No Evil,7.6,9/11/2020,151,Drama
6286,Detective Conan: The Private Eyes' Requiem,7.1,4/15/2006,110,"Animation, Mystery"
6287,The King of Marvin Gardens,5.8,10/12/1972,103,Drama
6288,Northpole: Open for Christmas,5.8,11/21/2015,84,"TV Movie, Family, Fantasy"
6289,A Natale mi sposo,4.9,11/26/2010,97,Comedy
6290,King of New York,6.7,7/18/1990,103,"Thriller, Crime"
6291,G.B.F.,6.0,1/17/2014,93,"Comedy, Drama"
6292,The Cleansing Hour,6.3,8/13/2020,94,Horror
6293,Enter the Anime,5.5,8/5/2019,58,Documentary
6294,Dark Country,5.6,10/5/2009,88,"Crime, Horror, Thriller"
6295,My Name Is Vendetta,6.7,11/30/2022,90,"Action, Crime, Thriller"
6296,Leolo,7.0,9/16/1992,107,"Comedy, Drama, Fantasy"
6297,Hello Mr. Billionaire,6.8,7/27/2018,118,Comedy
6298,Patti Cake$,6.6,8/18/2017,108,"Music, Drama"
6299,The Greatest Beer Run Ever,7.7,9/30/2022,126,"Drama, Comedy, War, History"
6300,"Marvel: 75 Years, From Pulp to Pop!",6.8,11/4/2014,41,Documentary
6301,Soldiers of Fortune,5.0,6/7/2012,94,"Action, Adventure"
6302,Rocco,5.6,11/30/2016,105,Documentary
6303,Scaramouche,7.0,5/8/1952,115,"Adventure, Comedy, Romance"
6304,Jumping from High Places,5.8,10/5/2022,0,"Romance, Comedy"
6305,DC Showcase: Green Arrow,7.2,9/28/2010,11,"Animation, Adventure, Action"
6306,Misbehaviour,6.4,3/12/2020,107,"Drama, History, Comedy"
6307,The Surprise,6.9,5/21/2015,102,"Comedy, Romance"
6308,Carnival of Souls,7.0,11/2/1962,78,"Horror, Mystery"
6309,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,7.9,3/29/2019,105,"Action, Animation, Fantasy"
6310,Ladies in Black,6.9,10/18/2018,109,"Comedy, Drama"
6311,"Walker, Texas Ranger: Trial by Fire",6.6,10/16/2005,120,"Action, Thriller, TV Movie"
6312,Pleasure or Pain,4.8,9/5/2013,102,"Drama, Thriller"
6313,The Aristocrats,5.8,1/20/2005,89,"Comedy, Documentary"
6314,Esterno Notte (part I),7.9,5/18/2022,160,"Drama, History"
6315,The Postman,6.2,12/25/1997,177,"Science Fiction, Adventure, Action, War"
6316,Daybreakers,6.3,10/1/2009,98,"Action, Fantasy, Science Fiction"
6317,Spider-Man,6.0,9/14/1977,92,"Science Fiction, Action, Crime, TV Movie"
6318,Tab Hunter Confidential,7.4,3/15/2015,91,Documentary
6319,Doctor Zhivago,7.5,12/22/1965,200,"Drama, Romance, War"
6320,War of the Worlds: Annihilation,4.9,12/22/2021,113,"Science Fiction, Action"
6321,Kind Hearts and Coronets,7.7,6/21/1949,104,"Comedy, Drama, Crime"
6322,Snoop Dogg's Hood of Horror,4.8,6/27/2006,85,"Comedy, Horror, Animation"
6323,April Apocalypse,6.0,10/12/2013,84,"Romance, Comedy, Horror"
6324,Le Mac,5.8,2/16/2010,90,Comedy
6325,More American Graffiti,5.0,8/3/1979,110,"Comedy, Drama, War"
6326,The Stroller Strategy,5.4,11/10/2012,90,Comedy
6327,Gravity,7.2,10/3/2013,91,"Science Fiction, Thriller, Drama"
6328,A Few Good Men,7.5,12/11/1992,138,Drama
6329,A Time for Dancing,6.7,9/6/2002,100,"Drama, Music"
6330,Asphalt Burning,5.5,10/14/2020,100,"Action, Comedy"
6331,The Terror Live,7.1,7/31/2013,97,"Action, Thriller, Crime"
6332,Malicious,7.2,3/29/1973,93,Comedy
6333,The Wild Soccer Bunch,6.4,10/2/2003,94,"Comedy, Family"
6334,All the Old Knives,6.0,4/8/2022,101,"Thriller, Action"
6335,Once Upon a Time in China III,6.4,2/11/1993,112,Action
6336,The Mephisto Waltz,6.3,4/9/1971,115,Horror
6337,Bigil,6.6,10/25/2019,177,"Action, Drama"
6338,The Spy Gone North,7.4,8/8/2018,138,"Drama, History, Thriller"
6339,Rabid Dogs,7.6,1/1/1974,96,"Crime, Thriller, Drama"
6340,AE: Apocalypse Earth,4.0,5/28/2013,87,"TV Movie, Science Fiction"
6341,Nightmare Alley,7.0,12/2/2021,150,"Thriller, Crime, Drama"
6342,The Cousin,6.3,12/10/1997,112,Crime
6343,Welcome to Sudden Death,6.3,9/9/2020,80,Action
6344,Connectés,4.6,11/12/2020,85,"Comedy, Thriller"
6345,Rambo,6.7,1/24/2008,92,"Action, Thriller, War"
6346,The Flying Scotsman,6.5,8/16/2006,96,Drama
6347,Baby Boy,7.1,6/27/2001,130,"Crime, Drama, Romance, Thriller"
6348,Helter Skelter,6.9,4/1/1976,184,"Crime, Drama, Thriller, TV Movie, Horror, History"
6349,Puzzle,6.6,7/27/2018,103,Drama
6350,Any Day Now,7.1,12/14/2012,97,Drama
6351,Isabelle,5.1,5/24/2019,80,Horror
6352,Jack the Giant Slayer,5.8,2/27/2013,114,"Fantasy, Action, Adventure, Family"
6353,God Bless America,7.0,5/11/2012,104,"Comedy, Drama"
6354,Youth,6.9,5/20/2015,125,"Comedy, Drama"
6355,Joy Ride,6.5,10/5/2001,97,"Mystery, Thriller, Drama"
6356,Cats & Dogs,5.4,7/4/2001,87,"Family, Comedy"
6357,Ben-Hur,5.7,8/17/2016,125,"Action, History, Adventure, Drama"
6358,Amityville: Dollhouse,4.4,10/2/1996,93,Horror
6359,E allora mambo!,5.9,9/10/1999,95,Comedy
6360,Just in Time for Christmas,6.3,12/5/2015,84,"Fantasy, TV Movie, Romance, Drama"
6361,The Trader,6.6,1/19/2018,23,Documentary
6362,Return of the Fly,6.1,7/1/1959,80,"Horror, Science Fiction"
6363,The People vs. Larry Flynt,6.9,12/25/1996,130,Drama
6364,Tusk,5.5,9/19/2014,102,"Comedy, Horror"
6365,You Are So Beautiful,6.3,11/7/2005,97,"Comedy, Drama"
6366,The Olive Tree,6.7,5/6/2016,96,"Drama, Comedy"
6367,The Killer Elite,5.8,12/19/1975,122,"Crime, Action, Thriller"
6368,Exorcismo Documentado,7.3,9/1/2012,117,Horror
6369,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",6.8,5/9/2017,60,Comedy
6370,Ayla: The Daughter of War,8.1,10/27/2017,125,"Drama, War, History"
6371,The Adulteen,5.2,12/18/2013,88,Comedy
6372,Women in Cages,5.0,10/19/1971,81,"Action, Crime, Drama"
6373,Before the Winter Chill,6.1,11/26/2013,103,Drama
6374,The Ladies Get Their Say,7.2,3/6/2009,94,Drama
6375,Russendisko,5.5,3/28/2012,100,Comedy
6376,Iceman,6.1,4/13/1984,100,Science Fiction
6377,Silver Skates,7.7,12/10/2020,136,"Romance, Adventure, Drama, Family, History"
6378,ATM,5.0,2/17/2012,91,"Horror, Thriller"
6379,"Maluma: What I Was, What I Am, What I Will Be",5.8,6/5/2019,84,"Documentary, Music"
6380,The Vanishing,6.1,2/5/1993,109,"Thriller, Drama, Mystery, Horror"
6381,Gun Shy,4.6,9/8/2017,91,"Action, Adventure, Comedy, Crime, Thriller"
6382,Alex & Emma,5.3,6/20/2003,96,"Comedy, Romance"
6383,A Christmas Melody,5.9,12/19/2015,83,"Comedy, Music, Romance, TV Movie"
6384,Tyson's Run,8.3,3/4/2022,103,Drama
6385,Marvin's Room,6.7,12/18/1996,98,Drama
6386,Godzilla: Final Wars,7.0,12/4/2004,125,"Action, Adventure, Science Fiction, Fantasy, Thriller"
6387,Center Stage,7.3,11/29/1991,154,"Drama, Romance"
6388,Schumacher,7.3,9/15/2021,112,Documentary
6389,Doctor Who: The Snowmen,7.7,12/25/2012,60,"TV Movie, Adventure, Science Fiction, Drama, Family"
6390,Saw: Rebirth,5.6,10/24/2005,7,"Animation, Crime, Horror"
6391,October Kiss,6.4,10/17/2015,84,"TV Movie, Comedy, Romance"
6392,The Marco Effect,5.8,5/27/2021,125,"Thriller, Crime"
6393,Attenberg,6.1,12/9/2010,95,Drama
6394,Don't Look Down,5.8,10/18/2008,80,"Drama, Romance"
6395,Freedomland,5.2,2/17/2006,113,"Drama, Thriller, Crime, Mystery"
6396,Hannah and Her Sisters,7.5,2/7/1986,107,"Comedy, Drama"
6397,The Fiancés of Macdonald Bridge,6.4,1/1/1961,5,"Comedy, Romance"
6398,Solomon Kane,6.0,9/16/2009,104,"Adventure, Fantasy, Action"
6399,Crater,6.7,5/12/2023,104,"Science Fiction, Action, Adventure, Family"
6400,Pas de Deux,6.5,10/1/1968,13,"Music, Drama"
6401,To Hell and Back,6.6,9/22/1955,106,"Action, Romance, Drama, History, War"
6402,Haze,6.5,3/4/2006,49,"Horror, Mystery"
6403,Flashdance,6.5,4/14/1983,95,"Drama, Romance"
6404,El nino,6.5,8/29/2014,136,"Adventure, Crime, Thriller, Action"
6405,No Man's Land,7.5,9/8/2001,98,"Drama, Action, History"
6406,Jimmy Hollywood,5.2,3/30/1994,112,Comedy
6407,Dragon Ball: Mystical Adventure,6.8,7/9/1988,48,"Action, Animation"
6408,The Best Summer of My Life,5.9,7/6/2019,91,"Comedy, Family"
6409,King of Hearts,7.1,12/21/1966,102,"Comedy, Drama, War"
6410,Jimmy P.,6.1,9/11/2013,117,Drama
6411,Alone,6.1,11/7/2008,113,"Romance, Drama"
6412,Same Kind of Different as Me,6.9,10/20/2017,119,Drama
6413,Stone Cold,6.9,2/20/2005,87,"Crime, Drama, Thriller, TV Movie"
6414,Cape No. 7,6.5,8/22/2008,129,"Comedy, Drama, Romance"
6415,A Man and a Woman,7.3,5/27/1966,102,"Drama, Romance"
6416,Doctor Sleep,7.2,10/30/2019,152,"Horror, Thriller, Fantasy"
6417,...And God Created Woman,6.1,11/28/1956,92,"Drama, Romance"
6418,The Super,5.1,11/8/2018,90,"Thriller, Horror"
6419,Caddyshack,6.6,7/25/1980,98,Comedy
6420,A Place in the Sun,7.3,6/12/1951,122,"Drama, Romance, Crime"
6421,Shivers,6.3,10/10/1975,88,"Horror, Science Fiction"
6422,A Little Bit Zombie,5.2,2/3/2012,87,"Science Fiction, Comedy, Horror"
6423,Great Expectations,6.6,1/30/1998,111,"Comedy, Drama, Romance"
6424,Boy Erased,7.0,9/24/2018,115,Drama
6425,Facing Windows,7.0,2/27/2003,106,"Drama, Romance"
6426,The Silent Revolution,7.4,3/1/2018,112,"Drama, History"
6427,The Big Easy,6.3,11/27/1986,102,"Drama, Action, Crime, Mystery"
6428,Witchhammer,7.6,1/23/1970,103,"Drama, Thriller"
6429,Kandahar,6.2,5/11/2001,85,Drama
6430,Where Am I Going?,6.8,1/1/2016,86,Comedy
6431,18 Year Old Virgin,4.0,1/20/2009,86,Comedy
6432,A Flat for Three,6.0,3/2/2012,120,"Comedy, Drama"
6433,Winx Club: The Secret of the Lost Kingdom,7.1,11/29/2007,85,"Fantasy, Animation, Family"
6434,The Motorcycle Diaries,7.4,2/6/2004,126,Drama
6435,Every Day a Good Day,7.3,10/13/2018,100,Drama
6436,Nostradamus,5.8,8/18/1994,119,"Drama, History"
6437,Are We Done Yet?,5.7,4/4/2007,92,"Family, Comedy"
6438,Vitus,7.4,2/2/2006,120,"Music, Drama"
6439,Aladin,6.2,10/29/2009,132,"Fantasy, Drama, Romance, Adventure, Comedy"
6440,Il conte Max,7.1,8/30/1957,99,Comedy
6441,Crazy Alien,6.3,2/5/2019,116,"Comedy, Science Fiction"
6442,The Poughkeepsie Tapes,6.6,4/27/2007,81,"Horror, Mystery, Crime, Thriller"
6443,Jim & Andy: The Great Beyond,7.5,9/5/2017,94,"Documentary, Comedy"
6444,Halloween II,6.5,10/30/1981,92,Horror
6445,Boo!,5.5,2/28/2019,91,"Horror, Thriller, Drama, Mystery"
6446,Freeway,6.4,8/23/1996,102,"Comedy, Drama, Thriller"
6447,One-Way to Tomorrow,5.6,6/19/2020,90,"Comedy, Romance"
6448,Attila flagello di Dio,5.9,12/22/1982,97,Comedy
6449,Double Jeopardy,6.5,9/24/1999,105,"Thriller, Crime, Mystery, Drama"
6450,Firewall,5.8,2/8/2006,105,"Action, Crime, Thriller"
6451,Allegiant,6.1,3/9/2016,120,"Adventure, Science Fiction, Action, Mystery"
